Hours_Studied,Attendance,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Internet_Access,Tutoring_Sessions,Physical_Activity,Learning_Disabilities,Exam_Score,Passed,Parental_Involvement_Low,Parental_Involvement_Medium,Access_to_Resources_Low,Access_to_Resources_Medium,Motivation_Level_Low,Motivation_Level_Medium,Family_Income_Low,Family_Income_Medium,Teacher_Quality_Low,Teacher_Quality_Medium,School_Type_Public,Peer_Influence_Neutral,Peer_Influence_Positive,Parental_Education_Level_High School,Parental_Education_Level_Postgraduate,Distance_from_Home_Moderate,Distance_from_Home_Near,Gender_Male
15,75,1,7,91,1,0,3,0,67,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1
30,73,1,8,100,1,2,2,0,72,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0
30,84,0,8,51,1,1,4,1,69,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1
17,95,0,5,77,1,2,4,0,69,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0
23,62,1,6,85,1,1,3,1,63,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1
30,75,1,4,79,1,0,4,0,67,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1
18,66,0,6,86,1,0,2,0,63,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0
19,88,1,8,57,0,1,4,0,66,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1
17,64,0,9,50,1,2,4,0,62,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,0
14,87,1,7,55,1,2,4,0,68,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,1,1
16,71,0,9,69,1,1,4,0,65,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,0
13,68,1,8,66,1,0,4,1,59,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1
20,97,1,7,94,1,1,1,0,72,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,1
15,61,1,6,54,1,0,2,0,63,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1
21,78,0,4,72,1,1,4,0,68,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1
11,61,1,9,98,1,0,2,0,61,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1
22,79,0,7,75,1,1,3,0,65,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0
25,80,1,9,57,1,2,3,0,68,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0
8,73,1,6,65,1,1,4,0,61,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,1
22,65,1,10,81,1,1,3,0,63,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,1
27,75,1,7,51,1,1,2,0,67,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1
13,87,1,6,98,1,0,3,1,66,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1
30,91,1,7,78,1,3,2,0,75,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,1
23,81,0,7,85,1,0,4,0,68,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1
16,84,0,7,75,1,2,3,0,65,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0
20,68,0,6,98,1,0,4,0,64,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
23,71,1,4,79,0,2,3,0,67,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1
20,66,1,6,83,1,2,3,0,64,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1
23,70,1,9,93,1,0,2,1,67,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0
14,69,1,6,93,0,2,0,0,63,1,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1
21,81,1,4,51,1,0,2,0,67,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0
12,83,1,5,64,1,1,2,0,65,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
19,98,1,7,62,1,1,2,0,70,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0
15,68,1,6,50,1,2,3,0,62,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1
16,86,1,7,94,1,2,3,0,69,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0
27,93,1,6,66,1,2,3,0,70,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0
27,82,1,9,67,1,1,2,0,68,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1
24,70,0,8,55,1,4,4,0,68,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0
13,71,1,10,99,1,0,3,0,64,1,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1,0,1,1
18,62,1,6,91,0,4,1,0,63,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1
27,72,1,7,79,1,2,2,0,68,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0
21,90,1,9,89,1,1,2,0,67,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0
34,62,0,8,89,1,3,4,0,68,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
22,69,1,6,83,1,1,2,0,66,1,0,1,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0
21,88,1,8,59,0,2,1,0,67,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,1
18,91,0,8,86,1,1,4,1,69,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,1
21,78,1,4,78,1,2,3,0,68,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
19,88,0,6,86,1,4,3,1,70,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,0,1
24,76,0,7,77,1,3,4,0,68,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0
26,66,1,9,98,1,2,2,0,66,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1
15,76,1,8,81,1,2,4,0,67,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0
12,83,0,6,79,1,1,4,0,65,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0,0
9,98,0,6,92,1,0,5,0,67,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1
23,63,0,8,69,1,2,4,1,63,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,1
13,80,1,4,66,1,2,2,0,64,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0
7,73,1,6,75,1,3,3,0,64,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0
22,80,0,9,79,1,0,3,0,66,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
35,61,1,7,61,1,2,4,1,68,1,0,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1
20,73,1,6,84,1,0,3,0,67,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,1
25,93,0,5,90,1,1,2,0,72,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,1
20,82,1,8,79,1,1,4,0,67,1,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1
19,78,0,7,76,1,2,3,0,66,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0,1,0,0
26,71,0,7,65,1,1,3,0,66,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0
18,72,1,8,95,1,1,4,0,67,1,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1
22,75,0,7,88,1,0,3,0,65,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1
22,93,0,7,74,1,2,3,0,70,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1
16,99,1,5,83,1,0,4,0,69,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0
26,78,1,5,67,1,1,3,0,69,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
19,76,1,8,53,1,1,4,0,66,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0
15,94,0,8,60,1,2,4,0,66,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1
23,77,1,8,54,1,1,3,0,67,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0
15,82,1,6,75,1,1,3,0,67,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1
20,69,1,8,81,1,2,4,0,67,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1
20,90,1,6,69,1,2,3,0,72,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0
27,81,1,9,77,1,1,4,0,68,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
23,92,1,6,54,1,3,2,1,70,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1
20,91,1,6,88,1,1,4,0,69,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1
25,69,1,7,52,1,1,4,0,65,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1
28,89,0,8,82,1,0,3,0,72,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1
23,92,0,7,72,1,0,4,0,69,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0
20,74,1,7,59,1,5,4,0,68,1,0,1,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0
12,67,0,6,76,1,1,2,0,62,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1
14,60,1,7,89,1,2,3,0,60,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,1,0,1
18,78,1,7,71,1,3,4,0,67,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1
16,74,1,6,68,1,2,4,0,67,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1,1
19,82,1,7,57,1,1,3,0,67,1,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1
20,68,1,7,80,1,0,4,0,63,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0
23,94,1,10,91,1,1,3,0,71,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1
20,70,1,6,78,1,0,2,0,66,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
23,69,1,6,58,1,0,1,0,65,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0
20,79,1,7,83,1,2,2,0,69,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0
8,80,0,6,52,1,2,1,0,63,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0
14,69,1,5,92,1,3,2,0,64,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0
19,71,0,5,96,1,2,0,1,67,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
13,67,1,6,80,1,1,2,0,62,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1
24,89,1,6,94,1,2,2,0,68,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1
29,91,0,5,54,1,2,3,0,71,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,1
27,78,0,7,61,0,1,3,0,66,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0
19,89,1,4,66,1,1,1,0,69,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0
29,89,1,8,89,1,1,4,0,71,1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1
21,66,1,6,74,1,2,4,0,66,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0
18,99,0,6,67,1,5,3,0,72,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0
16,93,1,8,58,1,1,4,0,70,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0
18,68,0,8,91,1,1,3,0,65,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0
18,67,0,6,51,1,0,2,0,64,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0
21,65,1,8,67,1,1,2,0,63,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0,1
21,66,0,9,62,0,3,2,0,63,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,1
20,90,0,5,56,0,3,2,0,66,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1
23,79,1,8,59,1,1,4,0,68,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1
27,91,1,5,75,1,1,4,0,74,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1
26,90,0,9,71,1,0,2,0,71,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
11,84,1,6,76,1,3,3,0,67,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
5,87,0,6,86,1,2,3,0,66,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0
26,61,1,9,95,1,0,6,0,67,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1
12,72,1,8,56,1,3,1,1,62,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1
19,86,0,6,54,1,1,5,0,68,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1
13,60,1,7,66,1,2,3,0,62,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1
9,61,1,6,77,0,1,2,0,82,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1
23,94,0,5,55,1,2,2,1,70,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,1,1
25,87,0,7,86,1,4,2,0,72,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,1
17,71,1,6,78,1,0,4,0,64,1,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0
4,88,0,6,87,1,1,4,0,66,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1
17,92,1,9,68,1,0,3,0,68,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0
22,72,0,6,70,1,1,3,0,64,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1
11,61,1,7,90,1,0,3,0,61,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0
21,97,1,9,63,1,0,1,0,69,1,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1
20,74,0,7,69,1,2,2,0,68,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
23,64,0,6,51,1,1,5,0,64,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,1,1
21,80,0,7,78,1,1,4,0,67,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0
14,91,1,8,93,1,0,3,0,67,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1
27,69,0,8,51,1,1,2,0,65,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1
19,71,1,10,81,1,2,3,0,68,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0
20,70,1,6,92,1,2,3,0,67,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,1
14,100,0,7,75,1,1,3,0,67,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,1
17,68,1,5,66,1,1,4,0,64,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,1
15,83,1,8,100,1,0,3,0,70,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0
19,97,0,7,53,1,2,3,0,69,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1
30,66,0,7,61,1,0,2,0,66,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1
12,99,0,6,94,1,2,3,0,69,1,1,0,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,1
10,98,1,6,65,1,1,2,0,66,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1
29,95,1,7,91,1,1,3,0,73,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0
19,69,1,6,67,0,4,4,0,66,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1
16,85,1,7,91,1,0,2,0,69,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,1,0,1
26,90,1,7,84,1,1,3,0,70,1,0,1,1,0,1,0,0,1,0,1,1,0,1,1,0,1,0,1
16,99,1,5,73,1,1,5,1,71,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1
31,67,1,5,76,1,2,4,0,70,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1
24,91,1,6,59,1,0,4,0,69,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1
17,74,0,9,56,1,1,3,0,63,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1
33,67,1,6,86,1,4,3,1,71,1,0,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0
16,77,0,7,92,1,2,2,0,67,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1
24,92,1,5,86,1,3,2,0,73,1,0,1,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0
22,79,1,6,96,1,1,2,0,68,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1
28,82,1,5,95,1,0,3,0,69,1,1,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1
29,100,1,8,89,1,2,3,0,76,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0
20,76,1,5,95,1,4,3,0,68,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1
15,85,0,8,58,1,1,3,0,65,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1
23,75,1,8,87,1,0,1,0,66,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,0,0,1,0
16,76,0,7,88,1,0,2,0,65,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1
32,88,0,8,58,1,3,3,0,69,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1
21,98,1,10,95,1,0,1,0,71,1,0,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1
18,82,1,8,50,1,1,3,0,66,1,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1,0,1
21,91,0,5,72,1,3,3,1,69,1,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0
12,64,0,9,51,0,2,4,0,59,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1
14,68,0,7,76,1,2,3,0,65,1,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1
27,80,0,10,71,1,4,2,0,72,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1
16,61,1,6,81,1,0,2,0,60,1,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1
14,70,1,9,88,1,0,4,0,64,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0
23,81,0,7,88,1,1,4,0,69,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,1
27,61,1,10,86,1,3,3,0,70,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0
24,71,1,7,55,1,2,3,0,67,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1
26,81,0,10,71,1,0,5,1,67,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,0,0,1,0
15,83,1,8,91,1,0,3,0,64,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1
11,97,1,8,83,1,4,2,0,68,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
29,86,0,10,84,1,1,4,0,72,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0
18,77,1,6,61,1,1,3,0,65,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0
18,97,0,8,66,1,2,2,0,70,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1
28,91,0,7,98,1,2,5,0,75,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,1
23,68,1,7,92,0,3,4,0,65,1,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1
23,65,1,7,58,1,1,3,1,63,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0
33,87,0,8,77,1,0,3,1,71,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1
16,82,1,8,75,1,2,2,0,66,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0
26,92,1,6,72,1,1,3,0,69,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0
20,90,0,7,74,0,0,3,0,68,1,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0
22,85,0,4,82,1,1,2,0,71,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,1
29,99,1,8,98,0,5,2,0,77,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1
23,81,1,10,94,1,1,2,0,70,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
23,65,0,7,94,1,1,3,0,66,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
26,93,0,5,85,1,1,3,0,73,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0
18,70,1,8,51,1,1,3,0,62,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1
15,91,0,6,72,1,0,2,0,65,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,0
14,98,1,7,76,1,0,2,0,71,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,1,0,1,1
8,88,1,8,92,1,1,4,0,66,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1
32,84,1,8,96,1,1,3,0,72,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,0,0,1,0
13,78,1,9,73,1,0,4,0,64,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1
19,75,0,7,65,1,0,4,0,63,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0
18,74,1,7,67,1,0,3,0,63,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1
22,85,0,8,79,1,5,2,0,72,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0
25,90,1,7,64,1,2,2,0,71,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,1
25,87,1,6,96,0,3,2,0,72,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,0,0
17,68,1,8,71,1,1,2,0,65,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1
19,80,1,5,100,1,0,3,0,67,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0
22,92,1,7,55,1,1,4,0,68,1,1,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0
19,79,1,5,59,1,2,2,0,66,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1
30,81,0,6,76,1,0,3,0,72,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,1
23,91,0,6,93,1,3,3,0,71,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0
24,86,0,6,68,1,3,3,1,70,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
24,76,0,9,92,1,1,3,0,68,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1,0
27,96,0,9,71,1,0,4,0,72,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0
21,67,1,9,93,1,1,3,0,66,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1
12,100,0,7,64,1,1,6,0,69,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,1
22,65,1,6,74,1,2,1,0,65,1,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,1,1
16,61,0,8,64,1,1,3,0,62,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1
17,96,0,7,61,1,1,1,0,69,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
24,70,1,7,71,1,1,4,0,65,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,1
27,89,0,4,67,1,2,4,0,69,1,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
20,92,1,8,89,1,1,3,0,69,1,1,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,0
22,94,1,8,87,1,2,5,0,73,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0
30,100,1,7,68,1,2,2,0,75,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0
21,72,1,8,100,1,3,3,0,70,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
36,88,0,8,99,1,0,3,0,74,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
23,65,1,6,96,1,0,3,0,65,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1
9,76,0,7,79,1,1,3,0,63,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,1
25,94,0,5,71,1,4,4,0,74,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
22,75,1,9,66,1,0,2,0,67,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,1
28,84,1,8,51,0,3,4,0,71,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0
24,80,1,6,82,1,1,3,0,68,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0
19,86,0,8,78,1,2,4,0,69,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0
13,99,0,7,81,1,0,4,0,71,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1
19,62,1,6,79,1,7,2,0,66,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0
15,83,1,7,57,1,0,3,0,65,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1
17,95,1,8,85,0,1,2,0,66,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
24,79,1,8,68,1,2,2,0,65,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1
30,63,0,10,76,1,1,4,0,67,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,0
22,82,0,7,68,1,2,4,0,70,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1
13,73,1,7,51,1,1,4,0,63,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,1
23,66,0,8,94,1,1,3,0,64,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1
